dt,AverageTemperature,AverageTemperatureUncertainty,City,Country,Latitude,Longitude
1891-11-01,2.9,0.596,Århus,Denmark,57.05N,10.33E
1891-12-01,2.219,0.41,Århus,Denmark,57.05N,10.33E
1892-01-01,-1.482,0.7509999999999999,Århus,Denmark,57.05N,10.33E
1892-02-01,-0.537,0.5760000000000001,Århus,Denmark,57.05N,10.33E
1892-03-01,0.649,0.815,Århus,Denmark,57.05N,10.33E
1892-04-01,5.34,0.317,Århus,Denmark,57.05N,10.33E
1892-05-01,10.136,0.484,Århus,Denmark,57.05N,10.33E
1892-06-01,13.638,0.392,Århus,Denmark,57.05N,10.33E
1892-07-01,15.624,0.4429999999999999,Århus,Denmark,57.05N,10.33E
1892-08-01,15.352,0.313,Århus,Denmark,57.05N,10.33E
1892-09-01,12.714,0.282,Århus,Denmark,57.05N,10.33E
1892-10-01,7.398,0.367,Århus,Denmark,57.05N,10.33E
1892-11-01,4.12,0.6890000000000001,Århus,Denmark,57.05N,10.33E
1892-12-01,-1.125,0.638,Århus,Denmark,57.05N,10.33E
1893-01-01,-5.711,0.758,Århus,Denmark,57.05N,10.33E
1893-02-01,-3.459,0.4539999999999999,Århus,Denmark,57.05N,10.33E
1893-03-01,2.847,0.415,Århus,Denmark,57.05N,10.33E
1893-04-01,6.359999999999999,0.603,Århus,Denmark,57.05N,10.33E
1893-05-01,11.034,0.33,Århus,Denmark,57.05N,10.33E
1893-06-01,14.917,0.465,Århus,Denmark,57.05N,10.33E
1893-07-01,17.357,0.542,Århus,Denmark,57.05N,10.33E
1893-08-01,16.666,0.39,Århus,Denmark,57.05N,10.33E
1893-09-01,11.953,0.34,Århus,Denmark,57.05N,10.33E
1893-10-01,8.906,0.4429999999999999,Århus,Denmark,57.05N,10.33E
1893-11-01,2.742,0.473,Århus,Denmark,57.05N,10.33E
1893-12-01,2.669,0.721,Århus,Denmark,57.05N,10.33E
1894-01-01,0.2499999999999999,0.568,Århus,Denmark,57.05N,10.33E
1894-02-01,1.901,0.618,Århus,Denmark,57.05N,10.33E
1894-03-01,4.449999999999998,0.703,Århus,Denmark,57.05N,10.33E
1894-04-01,8.073,0.528,Århus,Denmark,57.05N,10.33E
1894-05-01,10.378,0.327,Århus,Denmark,57.05N,10.33E
1894-06-01,14.924,0.352,Århus,Denmark,57.05N,10.33E
1894-07-01,18.008000000000006,0.247,Århus,Denmark,57.05N,10.33E
1894-08-01,15.627,0.5489999999999999,Århus,Denmark,57.05N,10.33E
1894-09-01,11.345,0.3339999999999999,Århus,Denmark,57.05N,10.33E
1894-10-01,6.156000000000001,0.3929999999999999,Århus,Denmark,57.05N,10.33E
1894-11-01,6.024,0.73,Århus,Denmark,57.05N,10.33E
1894-12-01,2.517,0.6920000000000001,Århus,Denmark,57.05N,10.33E
1895-01-01,-2.854,0.519,Århus,Denmark,57.05N,10.33E
1895-02-01,-5.6320000000000014,0.733,Århus,Denmark,57.05N,10.33E
1895-03-01,0.965,0.3289999999999999,Århus,Denmark,57.05N,10.33E
1895-04-01,6.587999999999999,0.536,Århus,Denmark,57.05N,10.33E
1895-05-01,13.07,0.4029999999999999,Århus,Denmark,57.05N,10.33E
1895-06-01,15.431,0.359,Århus,Denmark,57.05N,10.33E
1895-07-01,15.802,0.325,Århus,Denmark,57.05N,10.33E
1895-08-01,16.076,0.267,Århus,Denmark,57.05N,10.33E
1895-09-01,13.899,0.25,Århus,Denmark,57.05N,10.33E
1895-10-01,6.846,0.6409999999999999,Århus,Denmark,57.05N,10.33E
1895-11-01,4.05,0.313,Århus,Denmark,57.05N,10.33E
1895-12-01,-0.0170000000000001,0.51,Århus,Denmark,57.05N,10.33E
1896-01-01,0.605,0.51,Århus,Denmark,57.05N,10.33E
1896-02-01,1.9970000000000003,0.492,Århus,Denmark,57.05N,10.33E
1896-03-01,2.975,0.446,Århus,Denmark,57.05N,10.33E
1896-04-01,5.995,0.611,Århus,Denmark,57.05N,10.33E
1896-05-01,11.797,0.3979999999999999,Århus,Denmark,57.05N,10.33E
1896-06-01,17.579,0.21,Århus,Denmark,57.05N,10.33E
1896-07-01,18.06,0.314,Århus,Denmark,57.05N,10.33E
1896-08-01,15.69,0.439,Århus,Denmark,57.05N,10.33E
1896-09-01,12.883,0.41,Århus,Denmark,57.05N,10.33E
1896-10-01,8.241999999999999,0.45,Århus,Denmark,57.05N,10.33E
1896-11-01,2.8549999999999995,0.483,Århus,Denmark,57.05N,10.33E
1896-12-01,-0.593,0.3979999999999999,Århus,Denmark,57.05N,10.33E
1897-01-01,-2.863,0.807,Århus,Denmark,57.05N,10.33E
1897-02-01,-0.8069999999999999,0.836,Århus,Denmark,57.05N,10.33E
1897-03-01,1.969,0.5589999999999999,Århus,Denmark,57.05N,10.33E
1897-04-01,5.915,0.5579999999999999,Århus,Denmark,57.05N,10.33E
1897-05-01,11.423,0.321,Århus,Denmark,57.05N,10.33E
1897-06-01,16.158,0.293,Århus,Denmark,57.05N,10.33E
1897-07-01,17.102999999999998,0.286,Århus,Denmark,57.05N,10.33E
1897-08-01,17.714000000000002,0.3289999999999999,Århus,Denmark,57.05N,10.33E
1897-09-01,12.482,0.405,Århus,Denmark,57.05N,10.33E
1897-10-01,7.715999999999998,0.4639999999999999,Århus,Denmark,57.05N,10.33E
1897-11-01,4.354,0.735,Århus,Denmark,57.05N,10.33E
1897-12-01,1.973,0.499,Århus,Denmark,57.05N,10.33E
1898-01-01,3.761,0.8240000000000001,Århus,Denmark,57.05N,10.33E
1898-02-01,1.134,0.564,Århus,Denmark,57.05N,10.33E
1898-03-01,1.467,0.447,Århus,Denmark,57.05N,10.33E
1898-04-01,5.045999999999999,0.561,Århus,Denmark,57.05N,10.33E
1898-05-01,9.932,0.462,Århus,Denmark,57.05N,10.33E
1898-06-01,14.712,0.313,Århus,Denmark,57.05N,10.33E
1898-07-01,14.709,0.418,Århus,Denmark,57.05N,10.33E
1898-08-01,15.553999999999998,0.5770000000000001,Århus,Denmark,57.05N,10.33E
1898-09-01,12.99,0.208,Århus,Denmark,57.05N,10.33E
1898-10-01,7.887,0.173,Århus,Denmark,57.05N,10.33E
1898-11-01,4.694999999999999,0.472,Århus,Denmark,57.05N,10.33E
1898-12-01,4.093999999999999,0.639,Århus,Denmark,57.05N,10.33E
1899-01-01,1.001,0.7140000000000001,Århus,Denmark,57.05N,10.33E
1899-02-01,1.5620000000000005,0.529,Århus,Denmark,57.05N,10.33E
1899-03-01,1.709,0.395,Århus,Denmark,57.05N,10.33E
1899-04-01,5.55,0.423,Århus,Denmark,57.05N,10.33E
1899-05-01,10.635,0.349,Århus,Denmark,57.05N,10.33E
1899-06-01,14.838,0.418,Århus,Denmark,57.05N,10.33E
1899-07-01,18.667,0.356,Århus,Denmark,57.05N,10.33E
1899-08-01,16.183,0.477,Århus,Denmark,57.05N,10.33E
1899-09-01,12.303,0.396,Århus,Denmark,57.05N,10.33E
1899-10-01,8.307,0.402,Århus,Denmark,57.05N,10.33E
1899-11-01,6.978,0.598,Århus,Denmark,57.05N,10.33E
1899-12-01,-0.8970000000000002,0.502,Århus,Denmark,57.05N,10.33E
1900-01-01,-0.989,0.588,Århus,Denmark,57.05N,10.33E
1900-02-01,-2.799,0.882,Århus,Denmark,57.05N,10.33E
1900-03-01,0.5919999999999999,0.429,Århus,Denmark,57.05N,10.33E
1900-04-01,4.63,0.417,Århus,Denmark,57.05N,10.33E
1900-05-01,9.576,0.521,Århus,Denmark,57.05N,10.33E
1900-06-01,15.888,0.5920000000000001,Århus,Denmark,57.05N,10.33E
1900-07-01,16.988,0.706,Århus,Denmark,57.05N,10.33E
1900-08-01,16.517,0.385,Århus,Denmark,57.05N,10.33E
1900-09-01,12.984000000000002,0.481,Århus,Denmark,57.05N,10.33E
1900-10-01,8.041,0.4529999999999999,Århus,Denmark,57.05N,10.33E
1900-11-01,4.29,0.358,Århus,Denmark,57.05N,10.33E
1900-12-01,2.785,0.652,Århus,Denmark,57.05N,10.33E
1901-01-01,-1.507,0.66,Århus,Denmark,57.05N,10.33E
1901-02-01,-2.406,0.7829999999999999,Århus,Denmark,57.05N,10.33E
1901-03-01,1.2239999999999998,0.285,Århus,Denmark,57.05N,10.33E
1901-04-01,6.261,0.505,Århus,Denmark,57.05N,10.33E
1901-05-01,12.181,0.4379999999999999,Århus,Denmark,57.05N,10.33E
1901-06-01,14.654000000000002,0.516,Århus,Denmark,57.05N,10.33E
1901-07-01,19.669,0.495,Århus,Denmark,57.05N,10.33E
1901-08-01,17.131,0.347,Århus,Denmark,57.05N,10.33E
1901-09-01,13.755,0.386,Århus,Denmark,57.05N,10.33E
1901-10-01,10.053,0.43,Århus,Denmark,57.05N,10.33E
1901-11-01,3.1630000000000003,0.5720000000000001,Århus,Denmark,57.05N,10.33E
1901-12-01,0.3300000000000001,0.4,Århus,Denmark,57.05N,10.33E
1902-01-01,2.5900000000000003,0.726,Århus,Denmark,57.05N,10.33E
1902-02-01,-1.828,0.742,Århus,Denmark,57.05N,10.33E
1902-03-01,2.106,0.308,Århus,Denmark,57.05N,10.33E
1902-04-01,5.026,0.3279999999999999,Århus,Denmark,57.05N,10.33E
1902-05-01,8.502,0.3229999999999999,Århus,Denmark,57.05N,10.33E
1902-06-01,14.713,0.52,Århus,Denmark,57.05N,10.33E
1902-07-01,14.357,0.364,Århus,Denmark,57.05N,10.33E
1902-08-01,13.346999999999998,0.486,Århus,Denmark,57.05N,10.33E
1902-09-01,10.957,0.308,Århus,Denmark,57.05N,10.33E
1902-10-01,7.032,0.521,Århus,Denmark,57.05N,10.33E
1902-11-01,2.833,0.496,Århus,Denmark,57.05N,10.33E
1902-12-01,-1.1230000000000002,0.7509999999999999,Århus,Denmark,57.05N,10.33E
1903-01-01,-0.293,0.78,Århus,Denmark,57.05N,10.33E
1903-02-01,3.228,0.534,Århus,Denmark,57.05N,10.33E
1903-03-01,4.859999999999999,0.342,Århus,Denmark,57.05N,10.33E
1903-04-01,4.874,0.382,Århus,Denmark,57.05N,10.33E
1903-05-01,11.589,0.462,Århus,Denmark,57.05N,10.33E
1903-06-01,15.186,0.539,Århus,Denmark,57.05N,10.33E
1903-07-01,15.958000000000002,0.474,Århus,Denmark,57.05N,10.33E
1903-08-01,14.515999999999998,0.324,Århus,Denmark,57.05N,10.33E
1903-09-01,12.743,0.346,Århus,Denmark,57.05N,10.33E
1903-10-01,7.404,0.622,Århus,Denmark,57.05N,10.33E
1903-11-01,3.828,0.528,Århus,Denmark,57.05N,10.33E
1903-12-01,0.0769999999999999,0.606,Århus,Denmark,57.05N,10.33E
1904-01-01,0.6079999999999999,0.841,Århus,Denmark,57.05N,10.33E
1904-02-01,-0.92,0.6459999999999999,Århus,Denmark,57.05N,10.33E
1904-03-01,1.3019999999999998,0.275,Århus,Denmark,57.05N,10.33E
1904-04-01,6.182,0.268,Århus,Denmark,57.05N,10.33E
1904-05-01,10.11,0.457,Århus,Denmark,57.05N,10.33E
1904-06-01,14.348,0.386,Århus,Denmark,57.05N,10.33E
1904-07-01,16.438000000000002,0.389,Århus,Denmark,57.05N,10.33E
1904-08-01,15.752,0.4629999999999999,Århus,Denmark,57.05N,10.33E
1904-09-01,12.597,0.302,Århus,Denmark,57.05N,10.33E
1904-10-01,8.366,0.3339999999999999,Århus,Denmark,57.05N,10.33E
1904-11-01,3.932,0.455,Århus,Denmark,57.05N,10.33E
1904-12-01,2.21,0.387,Århus,Denmark,57.05N,10.33E
1905-01-01,0.366,0.728,Århus,Denmark,57.05N,10.33E
1905-02-01,1.7880000000000005,0.461,Århus,Denmark,57.05N,10.33E
1905-03-01,3.197,0.322,Århus,Denmark,57.05N,10.33E
1905-04-01,4.207,0.299,Århus,Denmark,57.05N,10.33E
1905-05-01,11.297,0.426,Århus,Denmark,57.05N,10.33E
1905-06-01,16.879,0.322,Århus,Denmark,57.05N,10.33E
1905-07-01,17.417,0.228,Århus,Denmark,57.05N,10.33E
1905-08-01,15.445999999999998,0.349,Århus,Denmark,57.05N,10.33E
1905-09-01,12.367,0.315,Århus,Denmark,57.05N,10.33E
1905-10-01,5.337000000000001,0.632,Århus,Denmark,57.05N,10.33E
1905-11-01,3.2059999999999995,0.397,Århus,Denmark,57.05N,10.33E
1905-12-01,2.2,0.471,Århus,Denmark,57.05N,10.33E
1906-01-01,1.125,0.585,Århus,Denmark,57.05N,10.33E
1906-02-01,0.91,0.417,Århus,Denmark,57.05N,10.33E
1906-03-01,2.051,0.435,Århus,Denmark,57.05N,10.33E
1906-04-01,6.407,0.346,Århus,Denmark,57.05N,10.33E
1906-05-01,11.831,0.639,Århus,Denmark,57.05N,10.33E
1906-06-01,15.975,0.6779999999999999,Århus,Denmark,57.05N,10.33E
1906-07-01,16.155,0.31,Århus,Denmark,57.05N,10.33E
1906-08-01,15.914,0.537,Århus,Denmark,57.05N,10.33E
1906-09-01,13.175,0.297,Århus,Denmark,57.05N,10.33E
1906-10-01,8.935,0.356,Århus,Denmark,57.05N,10.33E
1906-11-01,6.569,0.327,Århus,Denmark,57.05N,10.33E
1906-12-01,-0.2989999999999999,0.8240000000000001,Århus,Denmark,57.05N,10.33E
1907-01-01,-0.094,0.602,Århus,Denmark,57.05N,10.33E
1907-02-01,-0.337,0.495,Århus,Denmark,57.05N,10.33E
1907-03-01,2.7460000000000004,0.165,Århus,Denmark,57.05N,10.33E
1907-04-01,5.559,0.32,Århus,Denmark,57.05N,10.33E
1907-05-01,10.148,0.365,Århus,Denmark,57.05N,10.33E
1907-06-01,13.032,0.306,Århus,Denmark,57.05N,10.33E
1907-07-01,14.863,0.445,Århus,Denmark,57.05N,10.33E
1907-08-01,13.685,0.273,Århus,Denmark,57.05N,10.33E
1907-09-01,11.924,0.287,Århus,Denmark,57.05N,10.33E
1907-10-01,10.982,0.391,Århus,Denmark,57.05N,10.33E
1907-11-01,4.308,0.601,Århus,Denmark,57.05N,10.33E
1907-12-01,0.46,0.481,Århus,Denmark,57.05N,10.33E
1908-01-01,0.9489999999999998,0.8240000000000001,Århus,Denmark,57.05N,10.33E
1908-02-01,2.4,0.594,Århus,Denmark,57.05N,10.33E
1908-03-01,0.985,0.307,Århus,Denmark,57.05N,10.33E
1908-04-01,4.96,0.213,Århus,Denmark,57.05N,10.33E
1908-05-01,10.087,0.355,Århus,Denmark,57.05N,10.33E
1908-06-01,15.127,0.359,Århus,Denmark,57.05N,10.33E
1908-07-01,17.36,0.346,Århus,Denmark,57.05N,10.33E
1908-08-01,15.651,0.409,Århus,Denmark,57.05N,10.33E
1908-09-01,12.562,0.35,Århus,Denmark,57.05N,10.33E
1908-10-01,9.067,0.425,Århus,Denmark,57.05N,10.33E
1908-11-01,3.044,0.497,Århus,Denmark,57.05N,10.33E
1908-12-01,1.368,0.685,Århus,Denmark,57.05N,10.33E
1909-01-01,0.7789999999999999,0.595,Århus,Denmark,57.05N,10.33E
1909-02-01,-1.065,0.6729999999999999,Århus,Denmark,57.05N,10.33E
1909-03-01,-0.476,0.23,Århus,Denmark,57.05N,10.33E
1909-04-01,4.382,0.519,Århus,Denmark,57.05N,10.33E
1909-05-01,8.707,0.31,Århus,Denmark,57.05N,10.33E
1909-06-01,13.788,0.321,Århus,Denmark,57.05N,10.33E
1909-07-01,15.051000000000002,0.37,Århus,Denmark,57.05N,10.33E
1909-08-01,15.098,0.469,Århus,Denmark,57.05N,10.33E
1909-09-01,12.388,0.287,Århus,Denmark,57.05N,10.33E
1909-10-01,10.451,0.527,Århus,Denmark,57.05N,10.33E
1909-11-01,2.468,0.457,Århus,Denmark,57.05N,10.33E
1909-12-01,0.967,0.427,Århus,Denmark,57.05N,10.33E
1910-01-01,0.7629999999999999,0.502,Århus,Denmark,57.05N,10.33E
1910-02-01,1.861,0.563,Århus,Denmark,57.05N,10.33E
1910-03-01,3.867,0.3,Århus,Denmark,57.05N,10.33E
1910-04-01,6.545,0.322,Århus,Denmark,57.05N,10.33E
1910-05-01,12.338,0.391,Århus,Denmark,57.05N,10.33E
1910-06-01,16.715999999999998,0.241,Århus,Denmark,57.05N,10.33E
1910-07-01,17.169,0.4429999999999999,Århus,Denmark,57.05N,10.33E
1910-08-01,16.509999999999998,0.306,Århus,Denmark,57.05N,10.33E
1910-09-01,13.294,0.284,Århus,Denmark,57.05N,10.33E
1910-10-01,8.874,0.407,Århus,Denmark,57.05N,10.33E
1910-11-01,2.36,0.303,Århus,Denmark,57.05N,10.33E
1910-12-01,2.208,0.354,Århus,Denmark,57.05N,10.33E
1911-01-01,1.493,0.433,Århus,Denmark,57.05N,10.33E
1911-02-01,1.834,0.273,Århus,Denmark,57.05N,10.33E
1911-03-01,2.824,0.3339999999999999,Århus,Denmark,57.05N,10.33E
1911-04-01,6.158,0.351,Århus,Denmark,57.05N,10.33E
1911-05-01,13.201,0.428,Århus,Denmark,57.05N,10.33E
1911-06-01,14.963,0.4029999999999999,Århus,Denmark,57.05N,10.33E
1911-07-01,17.026,0.4539999999999999,Århus,Denmark,57.05N,10.33E
1911-08-01,17.979,0.247,Århus,Denmark,57.05N,10.33E
1911-09-01,13.787,0.395,Århus,Denmark,57.05N,10.33E
1911-10-01,7.455999999999999,0.231,Århus,Denmark,57.05N,10.33E
1911-11-01,4.746,0.523,Århus,Denmark,57.05N,10.33E
1911-12-01,2.747,0.408,Århus,Denmark,57.05N,10.33E
1912-01-01,-2.277,0.823,Århus,Denmark,57.05N,10.33E
1912-02-01,-1.132,0.5660000000000001,Århus,Denmark,57.05N,10.33E
1912-03-01,4.011,0.341,Århus,Denmark,57.05N,10.33E
1912-04-01,5.956,0.293,Århus,Denmark,57.05N,10.33E
1912-05-01,10.175,0.434,Århus,Denmark,57.05N,10.33E
1912-06-01,14.636,0.276,Århus,Denmark,57.05N,10.33E
1912-07-01,18.409,0.27,Århus,Denmark,57.05N,10.33E
1912-08-01,15.162,0.233,Århus,Denmark,57.05N,10.33E
1912-09-01,10.867,0.495,Århus,Denmark,57.05N,10.33E
1912-10-01,7.303,0.395,Århus,Denmark,57.05N,10.33E
1912-11-01,3.585,0.191,Århus,Denmark,57.05N,10.33E
1912-12-01,4.0360000000000005,0.2339999999999999,Århus,Denmark,57.05N,10.33E
1913-01-01,-0.302,0.359,Århus,Denmark,57.05N,10.33E
1913-02-01,2.079,0.429,Århus,Denmark,57.05N,10.33E
1913-03-01,4.295999999999999,0.255,Århus,Denmark,57.05N,10.33E
1913-04-01,6.858,0.302,Århus,Denmark,57.05N,10.33E
1913-05-01,11.533,0.348,Århus,Denmark,57.05N,10.33E
1913-06-01,14.611,0.235,Århus,Denmark,57.05N,10.33E
1913-07-01,16.480999999999998,0.3979999999999999,Århus,Denmark,57.05N,10.33E
1913-08-01,15.252,0.414,Århus,Denmark,57.05N,10.33E
1913-09-01,12.98,0.366,Århus,Denmark,57.05N,10.33E
1913-10-01,8.486,0.335,Århus,Denmark,57.05N,10.33E
1913-11-01,6.827999999999999,0.347,Århus,Denmark,57.05N,10.33E
1913-12-01,2.543,0.44,Århus,Denmark,57.05N,10.33E
1914-01-01,-0.347,0.508,Århus,Denmark,57.05N,10.33E
1914-02-01,3.862000000000001,0.282,Århus,Denmark,57.05N,10.33E
1914-03-01,3.055,0.321,Århus,Denmark,57.05N,10.33E
1914-04-01,7.907,0.309,Århus,Denmark,57.05N,10.33E
1914-05-01,10.716,0.37,Århus,Denmark,57.05N,10.33E
1914-06-01,15.91,0.2019999999999999,Århus,Denmark,57.05N,10.33E
1914-07-01,19.533,0.332,Århus,Denmark,57.05N,10.33E
1914-08-01,17.418,0.239,Århus,Denmark,57.05N,10.33E
1914-09-01,13.282,0.3779999999999999,Århus,Denmark,57.05N,10.33E
1914-10-01,8.0,0.342,Århus,Denmark,57.05N,10.33E
1914-11-01,3.633,0.3829999999999999,Århus,Denmark,57.05N,10.33E
1914-12-01,3.055,0.423,Århus,Denmark,57.05N,10.33E
1915-01-01,-0.914,0.311,Århus,Denmark,57.05N,10.33E
1915-02-01,0.5429999999999999,0.695,Århus,Denmark,57.05N,10.33E
1915-03-01,0.508,0.511,Århus,Denmark,57.05N,10.33E
1915-04-01,6.047999999999999,0.35,Århus,Denmark,57.05N,10.33E
1915-05-01,10.099,0.43,Århus,Denmark,57.05N,10.33E
1915-06-01,14.243,0.3,Århus,Denmark,57.05N,10.33E
1915-07-01,15.36,0.362,Århus,Denmark,57.05N,10.33E
1915-08-01,15.666999999999998,0.401,Århus,Denmark,57.05N,10.33E
1915-09-01,12.149,0.427,Århus,Denmark,57.05N,10.33E
1915-10-01,6.071000000000001,0.31,Århus,Denmark,57.05N,10.33E
1915-11-01,2.094,0.324,Århus,Denmark,57.05N,10.33E
1915-12-01,-1.83,0.53,Århus,Denmark,57.05N,10.33E
1916-01-01,2.877,0.465,Århus,Denmark,57.05N,10.33E
1916-02-01,0.481,0.535,Århus,Denmark,57.05N,10.33E
1916-03-01,0.258,0.662,Århus,Denmark,57.05N,10.33E
1916-04-01,6.564,0.415,Århus,Denmark,57.05N,10.33E
1916-05-01,11.009,0.335,Århus,Denmark,57.05N,10.33E
1916-06-01,12.773,0.266,Århus,Denmark,57.05N,10.33E
1916-07-01,16.695,0.242,Århus,Denmark,57.05N,10.33E
1916-08-01,15.151,0.366,Århus,Denmark,57.05N,10.33E
1916-09-01,11.747,0.244,Århus,Denmark,57.05N,10.33E
1916-10-01,7.425,0.226,Århus,Denmark,57.05N,10.33E
1916-11-01,5.683999999999998,0.293,Århus,Denmark,57.05N,10.33E
1916-12-01,1.485,0.586,Århus,Denmark,57.05N,10.33E
1917-01-01,-3.518,0.726,Århus,Denmark,57.05N,10.33E
1917-02-01,-1.346,0.391,Århus,Denmark,57.05N,10.33E
1917-03-01,-1.394,0.324,Århus,Denmark,57.05N,10.33E
1917-04-01,3.676,0.26,Århus,Denmark,57.05N,10.33E
1917-05-01,10.876,0.44,Århus,Denmark,57.05N,10.33E
1917-06-01,16.979,0.753,Århus,Denmark,57.05N,10.33E
1917-07-01,16.932000000000002,0.496,Århus,Denmark,57.05N,10.33E
1917-08-01,17.421,0.5820000000000001,Århus,Denmark,57.05N,10.33E
1917-09-01,13.736,0.391,Århus,Denmark,57.05N,10.33E
1917-10-01,7.689999999999999,0.178,Århus,Denmark,57.05N,10.33E
1917-11-01,5.379,0.421,Århus,Denmark,57.05N,10.33E
1917-12-01,0.2849999999999999,0.327,Århus,Denmark,57.05N,10.33E
1918-01-01,-1.036,0.352,Århus,Denmark,57.05N,10.33E
1918-02-01,0.7679999999999999,0.306,Århus,Denmark,57.05N,10.33E
1918-03-01,2.192,0.485,Århus,Denmark,57.05N,10.33E
1918-04-01,6.481,0.396,Århus,Denmark,57.05N,10.33E
1918-05-01,12.244000000000002,0.431,Århus,Denmark,57.05N,10.33E
1918-06-01,13.181,0.253,Århus,Denmark,57.05N,10.33E
1918-07-01,16.14,0.4039999999999999,Århus,Denmark,57.05N,10.33E
1918-08-01,16.122,0.31,Århus,Denmark,57.05N,10.33E
1918-09-01,11.674,0.304,Århus,Denmark,57.05N,10.33E
1918-10-01,9.294,0.303,Århus,Denmark,57.05N,10.33E
1918-11-01,4.553999999999999,0.467,Århus,Denmark,57.05N,10.33E
1918-12-01,2.011,0.3339999999999999,Århus,Denmark,57.05N,10.33E
1919-01-01,0.8219999999999998,0.483,Århus,Denmark,57.05N,10.33E
1919-02-01,-1.624,0.462,Århus,Denmark,57.05N,10.33E
1919-03-01,1.0539999999999998,0.337,Århus,Denmark,57.05N,10.33E
1919-04-01,5.8020000000000005,0.6,Århus,Denmark,57.05N,10.33E
1919-05-01,12.341,0.4379999999999999,Århus,Denmark,57.05N,10.33E
1919-06-01,14.101,0.208,Århus,Denmark,57.05N,10.33E
1919-07-01,16.315,0.493,Århus,Denmark,57.05N,10.33E
1919-08-01,14.259,0.356,Århus,Denmark,57.05N,10.33E
1919-09-01,13.130999999999998,0.285,Århus,Denmark,57.05N,10.33E
1919-10-01,6.807,0.26,Århus,Denmark,57.05N,10.33E
1919-11-01,0.1059999999999998,0.3389999999999999,Århus,Denmark,57.05N,10.33E
1919-12-01,-0.8580000000000001,0.372,Århus,Denmark,57.05N,10.33E
1920-01-01,0.1609999999999999,0.506,Århus,Denmark,57.05N,10.33E
1920-02-01,2.8600000000000003,0.436,Århus,Denmark,57.05N,10.33E
1920-03-01,4.99,0.462,Århus,Denmark,57.05N,10.33E
1920-04-01,6.997999999999998,0.7040000000000001,Århus,Denmark,57.05N,10.33E
1920-05-01,11.545,0.4039999999999999,Århus,Denmark,57.05N,10.33E
1920-06-01,15.224,0.359,Århus,Denmark,57.05N,10.33E
1920-07-01,16.87,0.3779999999999999,Århus,Denmark,57.05N,10.33E
1920-08-01,15.134,0.273,Århus,Denmark,57.05N,10.33E
1920-09-01,12.769,0.1889999999999999,Århus,Denmark,57.05N,10.33E
1920-10-01,6.44,0.28,Århus,Denmark,57.05N,10.33E
1920-11-01,4.387,0.528,Århus,Denmark,57.05N,10.33E
1920-12-01,0.926,0.551,Århus,Denmark,57.05N,10.33E
1921-01-01,2.4090000000000003,0.43,Århus,Denmark,57.05N,10.33E
1921-02-01,1.995,0.437,Århus,Denmark,57.05N,10.33E
1921-03-01,5.295,0.332,Århus,Denmark,57.05N,10.33E
1921-04-01,8.332,0.456,Århus,Denmark,57.05N,10.33E
1921-05-01,12.552,0.423,Århus,Denmark,57.05N,10.33E
1921-06-01,14.238,0.5539999999999999,Århus,Denmark,57.05N,10.33E
1921-07-01,16.154,0.4479999999999999,Århus,Denmark,57.05N,10.33E
1921-08-01,15.328,0.3929999999999999,Århus,Denmark,57.05N,10.33E
1921-09-01,12.137,0.24,Århus,Denmark,57.05N,10.33E
1921-10-01,9.589,0.209,Århus,Denmark,57.05N,10.33E
1921-11-01,1.173,0.207,Århus,Denmark,57.05N,10.33E
1921-12-01,2.246,0.519,Århus,Denmark,57.05N,10.33E
1922-01-01,-1.608,0.524,Århus,Denmark,57.05N,10.33E
1922-02-01,-2.057,0.412,Århus,Denmark,57.05N,10.33E
1922-03-01,1.774,0.345,Århus,Denmark,57.05N,10.33E
1922-04-01,4.246,0.345,Århus,Denmark,57.05N,10.33E
1922-05-01,10.524,0.494,Århus,Denmark,57.05N,10.33E
1922-06-01,13.665,0.306,Århus,Denmark,57.05N,10.33E
1922-07-01,15.233,0.268,Århus,Denmark,57.05N,10.33E
1922-08-01,14.669,0.324,Århus,Denmark,57.05N,10.33E
1922-09-01,11.755999999999998,0.363,Århus,Denmark,57.05N,10.33E
1922-10-01,5.772,0.465,Århus,Denmark,57.05N,10.33E
1922-11-01,3.698,0.51,Århus,Denmark,57.05N,10.33E
1922-12-01,2.927,0.3379999999999999,Århus,Denmark,57.05N,10.33E
1923-01-01,2.6210000000000004,0.437,Århus,Denmark,57.05N,10.33E
1923-02-01,-1.237,0.324,Århus,Denmark,57.05N,10.33E
1923-03-01,2.562,0.956,Århus,Denmark,57.05N,10.33E
1923-04-01,4.5680000000000005,0.307,Århus,Denmark,57.05N,10.33E
1923-05-01,9.109,0.156,Århus,Denmark,57.05N,10.33E
1923-06-01,11.443,0.226,Århus,Denmark,57.05N,10.33E
1923-07-01,16.826,0.389,Århus,Denmark,57.05N,10.33E
1923-08-01,14.37,0.303,Århus,Denmark,57.05N,10.33E
1923-09-01,12.272,0.162,Århus,Denmark,57.05N,10.33E
1923-10-01,9.219,0.244,Århus,Denmark,57.05N,10.33E
1923-11-01,2.555,0.409,Århus,Denmark,57.05N,10.33E
1923-12-01,-1.6350000000000002,0.5,Århus,Denmark,57.05N,10.33E
1924-01-01,-1.798,0.755,Århus,Denmark,57.05N,10.33E
1924-02-01,-1.7919999999999998,0.312,Århus,Denmark,57.05N,10.33E
1924-03-01,-0.5110000000000001,0.361,Århus,Denmark,57.05N,10.33E
